Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Month,City,Company,MonthlyHours,TariffRate,ElectricityBill,totalAppliances,CostPerAppliance
14,23.0,0.0,19.0,1.0,0,9,2,22,564,7.6,4286.4,57.0,75.19999999999999
20,23.0,1.0,18.0,1.0,0,3,8,9,614,8.9,5464.6,63.0,86.73968253968255
12,22.0,1.0,4.0,1.0,0,8,0,24,287,7.9,2267.3,40.0,56.682500000000005
11,22.0,3.0,3.0,1.0,0,8,10,31,533,8.5,4530.5,40.0,113.2625
20,23.0,3.0,20.0,1.0,0,7,15,20,752,7.8,5865.599999999999,67.0,87.5462686567164
9,21.0,0.0,16.0,1.0,0,4,9,12,500,9.3,4650.0,47.0,98.93617021276596
19,22.0,0.0,11.0,1.0,0,3,11,16,352,8.2,2886.3999999999996,53.0,54.46037735849056
15,23.0,2.0,20.0,1.0,0,8,5,7,525,8.4,4410.0,61.0,72.29508196721312
7,17.0,1.0,10.0,7.0,0,10,15,13,360,7.8,2808.0,42.0,66.85714285714286
6,19.0,3.0,6.0,1.0,0,7,6,20,320,8.7,2784.0,35.0,79.54285714285714
5,22.0,3.0,13.0,1.0,0,4,13,18,533,7.4,3944.2,44.0,89.64090909090909
15,22.0,0.0,14.0,1.0,0,8,14,26,581,7.7,4473.7,52.0,86.0326923076923
23,23.0,0.0,18.0,1.0,0,3,5,6,517,8.4,4342.8,65.0,66.8123076923077
12,22.0,2.0,5.0,12.0,0,8,11,11,510,8.2,4182.0,53.0,78.90566037735849
10,20.0,0.0,20.0,1.0,0,8,11,31,353,8.2,2894.6,51.0,56.75686274509804
12,23.0,1.0,9.0,12.0,0,9,5,11,546,8.4,4586.400000000001,57.0,80.46315789473685
6,20.0,1.0,12.0,1.0,0,6,3,19,436,8.1,3531.6,40.0,88.28999999999999
11,22.0,3.0,14.0,1.0,0,10,10,4,676,8.5,5746.0,51.0,112.66666666666667
19,22.0,3.0,20.0,1.0,0,1,7,18,726,9.2,6679.2,65.0,102.75692307692307
15,22.0,3.0,22.0,1.0,0,12,0,31,537,7.9,4242.3,63.0,67.33809523809524
21,22.0,2.0,10.0,12.0,0,10,15,15,758,7.8,5912.4,67.0,88.24477611940299
16,22.0,0.0,17.0,1.0,0,8,14,30,438,7.7,3372.6,56.0,60.225
21,23.0,0.0,21.0,1.0,0,11,10,5,722,8.5,6137.0,66.0,92.98484848484848
17,23.0,3.0,22.0,1.0,0,8,2,11,794,7.6,6034.4,66.0,91.43030303030302
6,21.0,3.0,10.0,1.0,0,1,12,8,607,9.1,5523.7,41.0,134.72439024390243
20,22.0,1.0,17.0,1.0,0,10,10,10,474,8.5,4029.0,61.0,66.04918032786885
12,22.0,0.0,14.0,12.0,0,9,13,29,601,7.4,4447.400000000001,60.0,74.12333333333335
8,17.0,1.0,21.0,7.0,0,8,1,7,562,8.8,4945.6,54.0,91.5851851851852
8,22.0,2.0,20.0,1.0,0,8,10,10,455,8.5,3867.5,53.0,72.97169811320755
9,23.0,1.0,17.0,7.0,0,7,9,9,551,9.3,5124.3,57.0,89.9
22,22.0,3.0,18.0,1.0,0,10,11,13,556,8.2,4559.2,66.0,69.07878787878788
16,22.0,3.0,5.0,1.0,0,7,2,20,479,7.6,3640.4,47.0,77.45531914893617
6,19.0,1.0,11.0,1.0,0,2,2,6,374,7.6,2842.4,38.0,74.8
14,23.0,1.0,8.0,1.0,0,6,0,7,426,7.9,3365.4,47.0,71.60425531914893
19,23.0,3.0,7.0,1.0,0,4,11,25,615,8.2,5043.0,53.0,95.15094339622641
15,23.0,3.0,20.0,1.0,0,12,11,31,729,8.2,5977.799999999999,62.0,96.41612903225806
17,22.0,0.0,12.0,1.0,0,5,3,6,479,8.1,3879.9,52.0,74.61346153846154
14,23.0,3.0,22.0,1.0,0,1,2,24,739,7.6,5616.4,63.0,89.14920634920634
18,22.0,2.0,5.0,1.0,0,12,3,26,356,8.1,2883.6,48.0,60.074999999999996
15,23.0,1.0,15.0,1.0,0,7,7,22,574,9.2,5280.799999999999,55.0,96.01454545454544
14,22.0,0.0,19.0,1.0,0,10,9,8,583,9.3,5421.900000000001,56.0,96.81964285714287
5,18.0,2.0,5.0,1.0,0,1,6,11,387,8.7,3366.8999999999996,31.0,108.60967741935482
7,21.0,1.0,11.0,1.0,0,10,4,5,346,8.3,2871.8,41.0,70.0439024390244
23,23.0,3.0,16.0,1.0,0,4,8,22,549,8.9,4886.1,66.0,74.03181818181818
8,17.0,3.0,18.0,1.0,0,2,7,11,413,9.2,3799.6,47.0,80.84255319148936
21,22.0,2.0,18.0,1.0,0,6,15,22,707,7.8,5514.599999999999,64.0,86.16562499999999
5,21.0,0.0,5.0,1.0,0,5,0,14,250,7.9,1975.0,32.0,61.71875
8,18.0,0.0,4.0,1.0,0,3,13,23,409,7.4,3026.6000000000004,31.0,97.63225806451614
12,23.0,2.0,14.0,1.0,0,8,9,18,526,9.3,4891.8,52.0,94.07307692307693
7,18.0,3.0,3.0,7.0,0,5,1,26,540,8.8,4752.0,38.0,125.05263157894737
7,19.0,3.0,6.0,1.0,0,1,9,17,506,9.3,4705.8,36.0,130.71666666666667
19,22.0,1.0,19.0,12.0,0,3,8,13,641,8.9,5704.900000000001,73.0,78.14931506849315
12,23.0,1.0,16.0,12.0,0,5,1,11,660,8.8,5808.000000000001,64.0,90.75000000000001
21,22.0,2.0,17.0,12.0,0,1,4,14,647,8.3,5370.1,74.0,72.56891891891892
5,18.0,3.0,4.0,1.0,0,6,0,23,379,7.9,2994.1,31.0,96.58387096774193
22,23.0,0.0,17.0,12.0,0,3,10,1,639,8.5,5431.5,74.0,73.39864864864865
7,17.0,0.0,22.0,7.0,0,5,15,9,375,7.8,2925.0,53.0,55.18867924528302
23,23.0,3.0,18.0,1.0,0,11,1,10,689,8.8,6063.200000000001,68.0,89.16470588235295
17,23.0,3.0,17.0,1.0,0,12,4,9,744,8.3,6175.200000000001,61.0,101.23278688524591
20,23.0,2.0,12.0,12.0,0,11,8,3,734,8.9,6532.6,69.0,94.67536231884058
18,22.0,0.0,7.0,1.0,0,11,9,23,496,9.3,4612.8,48.0,96.10000000000001
17,23.0,1.0,21.0,1.0,0,4,5,29,701,8.4,5888.400000000001,63.0,93.46666666666667
7,19.0,3.0,22.0,1.0,0,8,5,31,602,8.4,5056.8,52.0,97.24615384615385
21,22.0,0.0,22.0,1.0,0,7,13,19,539,7.4,3988.6,66.0,60.43333333333333
16,23.0,0.0,9.0,1.0,0,1,3,3,497,8.1,4025.7,49.0,82.15714285714286
18,23.0,0.0,6.0,1.0,0,3,2,13,475,7.6,3610.0,48.0,75.20833333333333
17,23.0,1.0,10.0,1.0,0,4,15,26,609,7.8,4750.2,52.0,91.35
9,17.0,0.0,18.0,1.0,0,9,8,2,400,8.9,3560.0,45.0,79.11111111111111
16,22.0,0.0,14.0,1.0,0,8,12,16,483,9.1,4395.3,53.0,82.93018867924529
12,22.0,2.0,3.0,1.0,0,1,2,2,501,7.6,3807.6,40.0,95.19
18,22.0,3.0,12.0,1.0,0,2,7,31,536,9.2,4931.2,56.0,88.05714285714285
20,22.0,2.0,10.0,12.0,0,11,15,26,533,7.8,4157.4,66.0,62.990909090909085
6,18.0,3.0,7.0,1.0,0,9,1,26,268,8.8,2358.4,35.0,67.38285714285715
13,23.0,3.0,18.0,1.0,0,11,8,3,609,8.9,5420.1,58.0,93.45
15,23.0,3.0,22.0,1.0,0,8,6,9,760,8.7,6611.999999999999,64.0,103.31249999999999
5,17.0,0.0,7.0,1.0,0,11,14,22,236,7.7,1817.2,30.0,60.57333333333334
19,22.0,3.0,5.0,1.0,0,7,6,0,638,8.7,5550.599999999999,50.0,111.01199999999999
13,22.0,3.0,12.0,1.0,0,4,4,13,576,8.3,4780.8,51.0,93.74117647058824
13,22.0,3.0,6.0,1.0,0,2,7,3,521,9.2,4793.2,45.0,106.51555555555555
23,23.0,1.0,22.0,12.0,0,8,4,2,653,8.3,5419.900000000001,81.0,66.91234567901235
22,22.0,0.0,5.0,1.0,0,12,1,3,323,8.8,2842.4,50.0,56.848
10,22.0,0.0,4.0,1.0,0,12,4,31,277,8.3,2299.1000000000004,37.0,62.13783783783785
23,23.0,3.0,3.0,1.0,0,8,3,13,562,8.1,4552.2,53.0,85.89056603773585
7,17.0,1.0,6.0,1.0,0,1,5,28,282,8.4,2368.8,32.0,74.025
20,23.0,3.0,9.0,1.0,0,9,14,13,621,7.7,4781.7,56.0,85.3875
5,22.0,3.0,17.0,1.0,0,2,11,13,570,8.2,4674.0,48.0,97.375
9,18.0,2.0,22.0,1.0,0,12,1,25,519,8.8,4567.200000000001,52.0,87.83076923076925
17,23.0,0.0,3.0,1.0,0,3,9,25,324,9.3,3013.2000000000003,44.0,68.48181818181818
15,22.0,1.0,10.0,1.0,0,6,1,4,584,8.8,5139.200000000001,49.0,104.88163265306125
15,22.0,3.0,11.0,1.0,0,8,10,22,690,8.5,5865.0,52.0,112.78846153846153
15,22.0,3.0,6.0,1.0,0,12,14,26,580,7.7,4466.0,47.0,95.02127659574468
9,19.0,0.0,22.0,1.0,0,12,12,23,520,9.1,4732.0,51.0,92.7843137254902
14,23.0,3.0,5.0,1.0,0,5,13,15,637,7.4,4713.8,46.0,102.47391304347826
22,22.0,0.0,19.0,1.0,0,1,11,29,611,8.2,5010.2,64.0,78.284375
6,20.0,3.0,20.0,1.0,0,2,10,11,588,8.5,4998.0,50.0,99.96
20,22.0,0.0,11.0,12.0,0,3,12,23,510,9.1,4641.0,65.0,71.4
17,23.0,2.0,20.0,1.0,0,2,5,14,665,8.4,5586.0,63.0,88.66666666666667
20,22.0,3.0,3.0,1.0,0,5,1,15,636,8.8,5596.8,49.0,114.2204081632653
5,19.0,0.0,10.0,1.0,0,2,5,7,197,8.4,1654.8000000000002,35.0,47.28000000000001
14,22.0,2.0,3.0,1.0,0,10,4,17,564,8.3,4681.200000000001,42.0,111.45714285714287
13,23.0,0.0,4.0,1.0,0,6,14,3,512,7.7,3942.4,41.0,96.15609756097561
12,23.0,1.0,4.0,1.0,0,12,9,15,284,9.3,2641.2000000000003,41.0,64.41951219512195
6,18.0,3.0,20.0,1.0,0,7,10,31,526,8.5,4471.0,48.0,93.14583333333333
18,22.0,0.0,17.0,1.0,0,11,2,21,567,7.6,4309.2,58.0,74.29655172413793
6,21.0,1.0,14.0,7.0,0,1,2,29,557,7.6,4233.2,49.0,86.39183673469387
12,23.0,3.0,11.0,1.0,0,1,11,12,536,8.2,4395.2,50.0,87.904
19,23.0,2.0,14.0,12.0,0,8,8,24,710,8.9,6319.0,70.0,90.27142857142857
20,23.0,2.0,21.0,1.0,0,1,11,18,653,8.2,5354.599999999999,67.0,79.91940298507461
7,17.0,3.0,10.0,1.0,0,5,13,0,312,7.4,2308.8,38.0,60.75789473684211
17,23.0,1.0,8.0,12.0,0,3,15,22,496,7.8,3868.8,61.0,63.42295081967213
6,19.0,2.0,7.0,1.0,0,8,13,25,398,7.4,2945.2000000000003,35.0,84.14857142857143
11,23.0,3.0,3.0,12.0,0,9,11,11,419,8.2,3435.7999999999997,52.0,66.07307692307691
14,23.0,3.0,5.0,1.0,0,9,2,0,482,7.6,3663.2,46.0,79.63478260869564
11,23.0,1.0,16.0,12.0,0,10,11,17,612,8.2,5018.4,63.0,79.65714285714286
20,23.0,1.0,6.0,1.0,0,6,14,14,364,7.7,2802.8,51.0,54.95686274509804
11,22.0,1.0,3.0,1.0,0,10,6,8,261,8.7,2270.7,38.0,59.75526315789473
5,21.0,0.0,9.0,1.0,0,1,5,12,372,8.4,3124.8,36.0,86.80000000000001
17,23.0,1.0,8.0,1.0,0,1,15,4,355,7.8,2769.0,50.0,55.38
17,22.0,2.0,6.0,1.0,0,7,12,26,391,9.1,3558.1,48.0,74.12708333333333
13,23.0,2.0,18.0,1.0,0,5,0,4,586,7.9,4629.400000000001,57.0,81.21754385964913
16,22.0,2.0,15.0,1.0,0,12,14,4,449,7.7,3457.3,56.0,61.737500000000004
23,22.0,1.0,21.0,1.0,0,11,11,8,606,8.2,4969.2,68.0,73.0764705882353
7,17.0,3.0,21.0,1.0,0,3,2,3,432,7.6,3283.2,49.0,67.00408163265305
11,22.0,2.0,11.0,1.0,0,6,12,29,461,9.1,4195.099999999999,47.0,89.25744680851062
5,17.0,2.0,3.0,1.0,0,3,13,3,342,7.4,2530.8,28.0,90.38571428571429
21,23.0,1.0,13.0,1.0,0,1,5,18,641,8.4,5384.400000000001,59.0,91.26101694915255
6,18.0,3.0,12.0,1.0,0,3,14,8,480,7.7,3696.0,40.0,92.4
14,23.0,3.0,13.0,1.0,0,11,10,15,665,8.5,5652.5,54.0,104.67592592592592
9,20.0,1.0,15.0,1.0,0,8,15,0,500,7.8,3900.0,46.0,84.78260869565217
6,18.0,1.0,5.0,1.0,0,1,14,24,308,7.7,2371.6,31.0,76.50322580645161
15,23.0,3.0,22.0,1.0,0,6,2,16,723,7.6,5494.8,64.0,85.85625
15,22.0,3.0,3.0,1.0,0,5,4,26,478,8.3,3967.400000000001,44.0,90.16818181818184
9,19.0,0.0,12.0,7.0,0,3,4,19,420,8.3,3486.0000000000005,47.0,74.17021276595746
14,22.0,1.0,16.0,1.0,0,5,12,28,533,9.1,4850.3,54.0,89.82037037037037
8,20.0,3.0,16.0,1.0,0,4,9,13,631,9.3,5868.3,48.0,122.25625000000001
17,22.0,1.0,10.0,1.0,0,12,0,21,601,7.9,4747.900000000001,51.0,93.09607843137256
20,23.0,1.0,5.0,1.0,0,1,0,16,574,7.9,4534.6,50.0,90.69200000000001
23,23.0,1.0,3.0,1.0,0,3,10,14,481,8.5,4088.5,51.0,80.16666666666667
8,18.0,2.0,15.0,1.0,0,12,13,17,360,7.4,2664.0,44.0,60.54545454545455
7,17.0,0.0,5.0,7.0,0,4,2,15,286,7.6,2173.6,36.0,60.37777777777777
16,22.0,0.0,5.0,1.0,0,9,11,24,404,8.2,3312.7999999999997,44.0,75.29090909090908
17,23.0,2.0,4.0,1.0,0,5,13,9,351,7.4,2597.4,47.0,55.263829787234044
22,22.0,2.0,10.0,1.0,0,8,11,2,486,8.2,3985.2,57.0,69.91578947368421
15,23.0,1.0,3.0,1.0,0,10,4,20,401,8.3,3328.3,43.0,77.40232558139536
22,22.0,2.0,4.0,1.0,0,1,13,8,443,7.4,3278.2000000000003,51.0,64.27843137254902
15,23.0,3.0,10.0,1.0,0,6,8,14,627,8.9,5580.3,52.0,107.31346153846154
22,23.0,0.0,17.0,12.0,0,4,11,21,596,8.2,4887.2,74.0,66.04324324324324
21,23.0,1.0,3.0,1.0,0,7,15,6,410,7.8,3198.0,49.0,65.26530612244898
20,23.0,1.0,9.0,1.0,0,1,11,4,656,8.2,5379.2,54.0,99.6148148148148
15,23.0,1.0,19.0,1.0,0,10,3,6,655,8.1,5305.5,59.0,89.92372881355932
22,23.0,0.0,20.0,1.0,0,3,8,21,692,8.9,6158.8,66.0,93.31515151515151
7,21.0,2.0,9.0,1.0,0,8,2,21,308,7.6,2340.7999999999997,40.0,58.519999999999996
5,17.0,1.0,10.0,7.0,0,4,4,14,428,8.3,3552.4,40.0,88.81
17,22.0,0.0,11.0,1.0,0,7,14,14,574,7.7,4419.8,51.0,86.66274509803922
14,22.0,0.0,18.0,1.0,0,6,8,27,519,8.9,4619.1,55.0,83.98363636363636
15,23.0,0.0,7.0,1.0,0,2,1,31,280,8.8,2464.0,46.0,53.56521739130435
23,23.0,0.0,6.0,1.0,0,10,14,25,474,7.7,3649.8,53.0,68.86415094339623
23,22.0,3.0,6.0,1.0,0,2,13,1,628,7.4,4647.2,55.0,84.49454545454545
22,23.0,3.0,10.0,12.0,0,10,10,11,653,8.5,5550.5,70.0,79.29285714285714
7,20.0,1.0,17.0,1.0,0,4,1,19,496,8.8,4364.8,46.0,94.88695652173914
17,23.0,1.0,7.0,1.0,0,8,3,31,425,8.1,3442.5,49.0,70.25510204081633
10,23.0,2.0,11.0,1.0,0,2,2,16,391,7.6,2971.6,47.0,63.225531914893615
19,23.0,2.0,10.0,1.0,0,1,13,25,688,7.4,5091.2,55.0,92.56727272727272
6,22.0,3.0,7.0,1.0,0,4,9,13,430,9.3,3999.000000000001,39.0,102.53846153846156
7,18.0,1.0,15.0,1.0,0,2,12,3,263,9.1,2393.2999999999997,42.0,56.98333333333333
7,23.0,1.0,12.0,1.0,0,7,9,17,488,9.3,4538.400000000001,44.0,103.14545454545456
10,23.0,2.0,12.0,1.0,0,6,12,12,389,9.1,3539.8999999999996,48.0,73.74791666666665
20,22.0,3.0,22.0,1.0,0,11,12,20,586,9.1,5332.599999999999,68.0,78.4205882352941
17,23.0,2.0,21.0,1.0,0,2,13,29,441,7.4,3263.4,64.0,50.990625
19,23.0,3.0,8.0,1.0,0,3,12,8,516,9.1,4695.599999999999,54.0,86.95555555555555
15,22.0,0.0,17.0,1.0,0,10,10,6,539,8.5,4581.5,55.0,83.3
5,22.0,2.0,4.0,7.0,0,1,13,16,426,7.4,3152.4,40.0,78.81
22,22.0,3.0,15.0,12.0,0,10,6,4,698,8.7,6072.599999999999,74.0,82.06216216216215
14,23.0,2.0,17.0,1.0,0,11,12,17,612,9.1,5569.2,57.0,97.70526315789473
17,23.0,3.0,4.0,1.0,0,5,7,29,593,9.2,5455.599999999999,48.0,113.65833333333332
20,22.0,0.0,18.0,1.0,0,12,10,23,633,8.5,5380.5,61.0,88.20491803278688
6,23.0,0.0,3.0,1.0,0,5,15,19,365,7.8,2847.0,33.0,86.27272727272727
21,23.0,2.0,12.0,1.0,0,9,9,19,569,9.3,5291.700000000001,59.0,89.68983050847459
14,22.0,3.0,17.0,1.0,0,12,14,17,597,7.7,4596.900000000001,57.0,80.64736842105265
23,22.0,1.0,19.0,12.0,0,11,10,15,614,8.5,5219.0,77.0,67.77922077922078
9,23.0,2.0,15.0,1.0,0,8,6,20,422,8.7,3671.4,50.0,73.428
13,22.0,0.0,20.0,1.0,0,9,5,2,483,8.4,4057.2,56.0,72.45
8,18.0,3.0,13.0,1.0,0,3,0,7,343,7.9,2709.7000000000003,43.0,63.01627906976745
19,22.0,0.0,10.0,1.0,0,3,15,30,354,7.8,2761.2,52.0,53.099999999999994
16,22.0,0.0,20.0,1.0,0,2,1,29,394,8.8,3467.2000000000003,59.0,58.76610169491526
16,23.0,2.0,19.0,1.0,0,12,3,18,650,8.1,5265.0,61.0,86.31147540983606
6,18.0,1.0,4.0,7.0,0,6,0,20,337,7.9,2662.3,36.0,73.95277777777778
12,22.0,0.0,11.0,1.0,0,9,0,17,530,7.9,4187.0,46.0,91.02173913043478
6,20.0,0.0,17.0,1.0,0,7,10,1,332,8.5,2822.0,44.0,64.13636363636364
21,22.0,2.0,10.0,1.0,0,5,6,19,630,8.7,5481.0,56.0,97.875
12,22.0,0.0,3.0,1.0,0,7,0,31,344,7.9,2717.6,38.0,71.51578947368421
6,22.0,1.0,6.0,1.0,0,10,8,17,371,8.9,3301.9,36.0,91.71944444444445
12,23.0,3.0,6.0,1.0,0,11,4,31,546,8.3,4531.8,45.0,100.70666666666668
18,23.0,1.0,7.0,1.0,0,6,3,17,347,8.1,2810.7,50.0,56.214
17,22.0,3.0,20.0,1.0,0,2,4,13,653,8.3,5419.900000000001,63.0,86.03015873015873
13,22.0,3.0,14.0,1.0,0,10,8,6,700,8.9,6230.0,53.0,117.54716981132076
8,19.0,0.0,5.0,1.0,0,5,3,2,287,8.1,2324.7,33.0,70.44545454545454
8,17.0,0.0,12.0,1.0,0,3,5,28,364,8.4,3057.6,38.0,80.46315789473684
21,23.0,3.0,17.0,1.0,0,2,0,10,536,7.9,4234.400000000001,65.0,65.14461538461539
8,17.0,1.0,21.0,1.0,0,6,7,10,567,9.2,5216.4,48.0,108.675
8,20.0,0.0,14.0,1.0,0,5,10,28,500,8.5,4250.0,43.0,98.83720930232558
5,22.0,2.0,21.0,1.0,0,11,9,5,431,9.3,4008.3,51.0,78.59411764705882
15,22.0,0.0,4.0,12.0,0,8,8,9,585,8.9,5206.5,53.0,98.23584905660377
8,23.0,3.0,19.0,1.0,0,10,5,20,715,8.4,6006.0,54.0,111.22222222222223
22,22.0,3.0,9.0,1.0,0,2,10,10,620,8.5,5270.0,57.0,92.45614035087719
16,22.0,3.0,8.0,1.0,0,4,2,21,476,7.6,3617.6,50.0,72.352
11,22.0,0.0,16.0,1.0,0,2,11,11,562,8.2,4608.4,50.0,92.16799999999999
6,22.0,1.0,7.0,1.0,0,2,13,5,326,7.4,2412.4,37.0,65.2
16,22.0,3.0,20.0,1.0,0,2,2,24,607,7.6,4613.2,62.0,74.40645161290323
19,23.0,1.0,13.0,1.0,0,5,12,8,476,9.1,4331.599999999999,57.0,75.99298245614034
6,18.0,0.0,21.0,1.0,0,11,9,2,548,9.3,5096.400000000001,46.0,110.7913043478261
5,23.0,1.0,8.0,1.0,0,2,0,27,390,7.9,3081.0,38.0,81.07894736842105
21,23.0,1.0,12.0,12.0,0,5,12,19,608,9.1,5532.8,69.0,80.18550724637682
20,22.0,2.0,21.0,1.0,0,5,6,30,688,8.7,5985.599999999999,66.0,90.69090909090909
7,18.0,2.0,11.0,1.0,0,4,5,24,389,8.4,3267.6000000000004,39.0,83.78461538461539
18,23.0,2.0,17.0,12.0,0,6,9,1,553,9.3,5142.900000000001,72.0,71.42916666666667
14,22.0,0.0,6.0,1.0,0,3,9,20,524,9.3,4873.200000000001,43.0,113.33023255813956
21,22.0,3.0,5.0,12.0,0,2,2,28,590,7.6,4484.0,63.0,71.17460317460318
14,23.0,1.0,14.0,1.0,0,9,4,21,550,8.3,4565.0,53.0,86.13207547169812
19,22.0,3.0,20.0,1.0,0,10,13,3,527,7.4,3899.8,65.0,59.99692307692308
20,23.0,2.0,19.0,1.0,0,9,2,25,618,7.6,4696.8,65.0,72.25846153846155
12,23.0,1.0,22.0,12.0,0,12,11,26,560,8.2,4592.0,70.0,65.6
11,23.0,3.0,14.0,1.0,0,11,10,26,580,8.5,4930.0,52.0,94.8076923076923
14,22.0,2.0,5.0,1.0,0,12,13,14,362,7.4,2678.8,44.0,60.88181818181818
19,23.0,0.0,18.0,1.0,0,7,12,1,610,9.1,5551.0,61.0,91.0
21,23.0,2.0,13.0,1.0,0,1,9,25,703,9.3,6537.900000000001,60.0,108.965
20,22.0,0.0,11.0,12.0,0,12,0,29,633,7.9,5000.7,65.0,76.93384615384615
16,23.0,1.0,15.0,1.0,0,12,2,5,493,7.6,3746.8,56.0,66.90714285714286
14,23.0,3.0,22.0,1.0,0,12,2,0,686,7.6,5213.599999999999,63.0,82.75555555555555
10,23.0,3.0,21.0,1.0,0,12,13,30,554,7.4,4099.6,58.0,70.68275862068967
10,18.0,2.0,6.0,1.0,0,10,14,4,328,7.7,2525.6,37.0,68.25945945945946
19,22.0,1.0,3.0,1.0,0,10,13,26,464,7.4,3433.6000000000004,46.0,74.64347826086957
20,22.0,3.0,8.0,1.0,0,4,6,11,526,8.7,4576.2,54.0,84.74444444444444
23,23.0,1.0,5.0,1.0,0,8,2,3,526,7.6,3997.6,53.0,75.42641509433962
20,22.0,1.0,3.0,12.0,0,6,6,23,462,8.7,4019.4,58.0,69.3
23,22.0,1.0,7.0,1.0,0,10,7,27,376,9.2,3459.2,54.0,64.05925925925925
11,23.0,1.0,9.0,1.0,0,11,8,17,361,8.9,3212.9,45.0,71.39777777777778
18,22.0,1.0,10.0,1.0,0,8,5,7,405,8.4,3402.0,52.0,65.42307692307692
9,22.0,0.0,17.0,7.0,0,9,0,19,539,7.9,4258.1,55.0,77.42
5,17.0,1.0,18.0,1.0,0,7,10,14,443,8.5,3765.5,42.0,89.6547619047619
7,23.0,3.0,6.0,1.0,0,11,5,20,434,8.4,3645.6,40.0,91.14
9,21.0,0.0,14.0,1.0,0,1,5,16,490,8.4,4116.0,45.0,91.46666666666667
15,22.0,0.0,3.0,1.0,0,8,12,16,376,9.1,3421.6,41.0,83.45365853658537
11,23.0,1.0,8.0,12.0,0,2,9,20,539,9.3,5012.700000000001,55.0,91.14000000000001
20,23.0,1.0,7.0,1.0,0,8,2,15,461,7.6,3503.6,52.0,67.37692307692308
6,20.0,3.0,22.0,1.0,0,8,4,6,464,8.3,3851.2,52.0,74.06153846153846
23,22.0,2.0,22.0,1.0,0,11,6,28,525,8.7,4567.5,70.0,65.25
21,23.0,0.0,11.0,1.0,0,4,2,11,560,7.6,4256.0,56.0,76.0
5,19.0,3.0,10.0,1.0,0,3,12,7,528,9.1,4804.8,38.0,126.4421052631579
19,23.0,2.0,22.0,1.0,0,9,4,8,618,8.3,5129.400000000001,67.0,76.55820895522389
15,23.0,3.0,16.0,1.0,0,4,6,18,609,8.7,5298.299999999999,58.0,91.35
16,22.0,2.0,19.0,1.0,0,12,13,8,581,7.4,4299.400000000001,60.0,71.65666666666668
23,23.0,1.0,12.0,1.0,0,12,2,28,502,7.6,3815.2,60.0,63.586666666666666
19,22.0,3.0,6.0,1.0,0,9,14,17,453,7.7,3488.1,51.0,68.39411764705882
5,21.0,3.0,18.0,7.0,0,7,11,17,644,8.2,5280.799999999999,54.0,97.79259259259258
15,23.0,1.0,20.0,1.0,0,6,13,14,634,7.4,4691.6,60.0,78.19333333333334
18,23.0,1.0,13.0,1.0,0,7,5,20,607,8.4,5098.8,56.0,91.05
8,21.0,0.0,18.0,1.0,0,11,7,17,435,9.2,4001.999999999999,48.0,83.37499999999999
10,18.0,2.0,8.0,1.0,0,4,5,3,324,8.4,2721.6,39.0,69.78461538461538
17,23.0,1.0,22.0,12.0,0,8,2,30,594,7.6,4514.4,75.0,60.19199999999999
5,17.0,0.0,13.0,7.0,0,5,13,10,480,7.4,3552.0,42.0,84.57142857142857
11,23.0,3.0,17.0,1.0,0,11,15,24,501,7.8,3907.8,55.0,71.05090909090909
8,20.0,0.0,22.0,7.0,0,4,9,15,427,9.3,3971.1,57.0,69.66842105263157
8,21.0,0.0,11.0,1.0,0,3,14,17,380,7.7,2926.0,41.0,71.36585365853658
10,18.0,2.0,22.0,7.0,0,8,5,31,534,8.4,4485.6,59.0,76.0271186440678
14,23.0,1.0,16.0,1.0,0,5,6,3,645,8.7,5611.499999999999,55.0,102.02727272727272
13,22.0,0.0,15.0,12.0,0,5,11,24,635,8.2,5207.0,62.0,83.98387096774194
13,22.0,2.0,13.0,1.0,0,3,10,9,501,8.5,4258.5,51.0,83.5
10,23.0,2.0,15.0,7.0,0,11,0,13,663,7.9,5237.7,57.0,91.88947368421053
12,22.0,0.0,12.0,1.0,0,11,7,28,562,9.2,5170.4,47.0,110.00851063829786
11,23.0,0.0,10.0,1.0,0,6,13,4,414,7.4,3063.6000000000004,45.0,68.08000000000001
22,22.0,0.0,18.0,1.0,0,10,14,7,434,7.7,3341.8,63.0,53.044444444444444
20,22.0,2.0,3.0,1.0,0,6,9,9,331,9.3,3078.3,48.0,64.13125000000001
19,23.0,1.0,6.0,1.0,0,3,6,2,369,8.7,3210.2999999999997,50.0,64.20599999999999
10,19.0,2.0,4.0,1.0,0,8,6,4,365,8.7,3175.4999999999995,36.0,88.20833333333331
13,22.0,1.0,11.0,1.0,0,5,11,18,573,8.2,4698.599999999999,48.0,97.88749999999999
17,22.0,1.0,9.0,1.0,0,12,13,27,572,7.4,4232.8,50.0,84.656
11,22.0,0.0,12.0,1.0,0,6,0,12,475,7.9,3752.5,46.0,81.57608695652173
15,23.0,1.0,8.0,1.0,0,1,15,13,615,7.8,4797.0,48.0,99.9375
15,22.0,3.0,12.0,1.0,0,6,9,29,580,9.3,5394.0,53.0,101.77358490566037
14,22.0,2.0,14.0,1.0,0,10,5,4,481,8.4,4040.4,53.0,76.23396226415095
21,22.0,0.0,9.0,12.0,0,10,9,23,629,9.3,5849.700000000001,64.0,91.40156250000001
